NACE Code,NACE Name,BICS Code,BICS Level,BICS Name,NACE_code_covered_EU_taxon,NACE_name_covered_EU_taxon,mapping _sectors_2dii
68.2,Renting and operating of own or leased real estate,1415101312,5,Temp Control Logist Own & Dev,,,
68.2,Renting and operating of own or leased real estate,14151014,4,Multi Asset Class Own & Develop,,,
68.2,Renting and operating of own or leased real estate,14151015,4,Office Owners & Developers,,,
68.2,Renting and operating of own or leased real estate,1415101510,5,CBD Office Own & Developers,,,
68.2,Renting and operating of own or leased real estate,1415101511,5,Suburban Office Own & Develop,,,
68.2,Renting and operating of own or leased real estate,14151016,4,Parking Owners & Developers,,,
68.2,Renting and operating of own or leased real estate,14151017,4,Retail Owners & Developers,,,
68.2,Renting and operating of own or leased real estate,1415101710,5,Regional Malls Own & Develop,,,
68.2,Renting and operating of own or leased real estate,1415101711,5,Shopping Center Own & Develop,,,
68.2,Renting and operating of own or leased real estate,1415101712,5,Single Tenant Own & Develop,,,
68.2,Renting and operating of own or leased real estate,14151018,4,Self-Storage Owners & Develop,,,
68.2,Renting and operating of own or leased real estate,14151019,4,Specialty & Other Own & Develop,,,
68.2,Renting and operating of own or leased real estate,1415101910,5,Life Science Owners & Develop,,,
68.2,Renting and operating of own or leased real estate,141511,3,REIT,,,
68.2,Renting and operating of own or leased real estate,14151110,4,Health Care REIT,,,
68.2,Renting and operating of own or leased real estate,1415111010,5,Hospital REIT,,,
68.2,Renting and operating of own or leased real estate,1415111011,5,Medical Office REIT,,,
68.2,Renting and operating of own or leased real estate,1415111012,5,Senior Housing REIT,,,
68.2,Renting and operating of own or leased real estate,1415111013,5,Skilled Nursing REIT,,,
68.2,Renting and operating of own or leased real estate,14151111,4,Hotel REIT,,,
68.2,Renting and operating of own or leased real estate,14151112,4,Housing REIT,,,
68.2,Renting and operating of own or leased real estate,1415111210,5,Apartment REIT,,,
68.2,Renting and operating of own or leased real estate,1415111211,5,Single Family Housing REIT,,,
68.2,Renting and operating of own or leased real estate,1415111212,5,Manufactured Housing REIT,,,
68.2,Renting and operating of own or leased real estate,1415111213,5,Military Housing REIT,,,
68.2,Renting and operating of own or leased real estate,1415111214,5,Student Housing REIT,,,
68.2,Renting and operating of own or leased real estate,14151113,4,Industrial REIT,,,
68.2,Renting and operating of own or leased real estate,1415111310,5,Bulk Warehouse REIT,,,
68.2,Renting and operating of own or leased real estate,1415111311,5,Flex Industrial REIT,,,
68.2,Renting and operating of own or leased real estate,1415111312,5,Temp Control Logistics REIT,,,
68.2,Renting and operating of own or leased real estate,14151114,4,Multi Asset Class REIT,,,
68.2,Renting and operating of own or leased real estate,14151115,4,Office REIT,,,
68.2,Renting and operating of own or leased real estate,1415111510,5,CBD Office REIT,,,
68.2,Renting and operating of own or leased real estate,1415111511,5,Suburban Office REIT,,,
68.2,Renting and operating of own or leased real estate,14151116,4,Parking REIT,,,
68.2,Renting and operating of own or leased real estate,14151117,4,Retail REIT,,,
68.2,Renting and operating of own or leased real estate,1415111710,5,Regional Mall REIT,,,
68.2,Renting and operating of own or leased real estate,1415111711,5,Shopping Center REIT,,,
68.2,Renting and operating of own or leased real estate,1415111712,5,Single Tenant REIT,,,
68.2,Renting and operating of own or leased real estate,14151118,4,Self-storage REIT,,,
68.2,Renting and operating of own or leased real estate,14151119,4,Specialty & Other REIT,,,
68.2,Renting and operating of own or leased real estate,1415111910,5,Life Science REIT,,,
68.31,Real estate agencies,141512,3,Real Estate Services,,,
68.31,Real estate agencies,14151210,4,Comml Real Estate Info Svcs,,,
68.31,Real estate agencies,14151212,4,Real Estate Appraisers,,,
68.31,Real estate agencies,14151213,4,RE Brokerage - Leasing,,,
68.31,Real estate agencies,14151214,4,Real Estate Brokerage - Sales,,,
68.31,Real estate agencies,14151215,4,Real Estate Fee & Asset Mgmt,,,
68.32,Management of real estate on a fee or contract basis,14151211,4,Property Management,,,
68.32,Management of real estate on a fee or contract basis,1415121110,5,Commercial Property Mgmt,,,
68.32,Management of real estate on a fee or contract basis,1415121111,5,Residential Property Mgmt,,,
68.32,Management of real estate on a fee or contract basis,1415121112,5,Senior Housing Operators,,,
69,Legal and accounting activities,111414,3,Professional Services,,,
69.1,Legal activities,11141410,4,Legal Services,,,
69.1,Legal activities,1114141010,5,Lawyer Offices,,,
69.1,Legal activities,1114141011,5,"Patent, Notary & Paralegal Svcs",,,
69.2,"Accounting, bookkeeping and auditing activities; tax consultancy",11141412,4,Other Professional Services,,,
69.2,"Accounting, bookkeeping and auditing activities; tax consultancy",1114141210,5,Accounting Services,,,
69.2,"Accounting, bookkeeping and auditing activities; tax consultancy",1114141211,5,Tax Preparation Services,,,
70.21,Public relations and communication activities,1010101014,5,Public Relations Agencies,,,
70.22,Business and other management consultancy activities,11141411,4,Mgmt & Admin Consulting Svcs,,,
70.22,Business and other management consultancy activities,1114141112,5,General Management Consulting,,,
71.1,Architectural and engineering activities and related technical consultancy,111411,3,Construction Related Pro Svcs,,,
71.1,Architectural and engineering activities and related technical consultancy,161511,3,Engineering Services,,,
71.11,Architectural activities,11141110,4,Architectural Services,,,
71.11,Architectural activities,11141112,4,Landscape Architecture Svcs,,,
71.11,Architectural activities,16151110,4,Civil Engineering Services,,,
71.12,Engineering activities and related technical consultancy,11141111,4,Building Inspection Services,,,
71.12,Engineering activities and related technical consultancy,11141612,4,Geophysical Survey & Map Svcs,,,
71.12,Engineering activities and related technical consultancy,1310151112,5,Seismic Surveying,,,
71.12,Engineering activities and related technical consultancy,16151111,4,Ind & Traffic Engineering Svcs,,,
71.12,Engineering activities and related technical consultancy,16151112,4,Other Engineering Services,,,
71.2,Technical testing and analysis,11141615,4,Testing Laboratories,,,
72.11,Research and experimental development on biotechnology,151011,3,Biotech,,,
72.11,Research and experimental development on biotechnology,15101110,4,Development Stage Biotech,,,
72.11,Research and experimental development on biotechnology,15101111,4,Early Commercial Biotech,,,
72.11,Research and experimental development on biotechnology,15101112,4,Commercial Growth Biotech,,,
72.11,Research and experimental development on biotechnology,15101113,4,Mature Biotechnology,,,
73.11,Advertising agencies,101010,3,Advertising & Marketing,,,
73.11,Advertising agencies,10101010,4,Advertising Agencies & Svcs,,,
73.11,Advertising agencies,1010101010,5,Advertising Agencies,,,
73.11,Advertising agencies,1010101011,5,E-Marketing,,,
73.11,Advertising agencies,101010101110,6,Affiliate Marketing,,,
73.11,Advertising agencies,10101011,4,Direct Marketing,,,
73.11,Advertising agencies,1010101110,5,Advertising Material Distr Svcs,,,
73.11,Advertising agencies,1010101111,5,Direct Mail Advertising,,,
73.11,Advertising agencies,10101012,4,Other Advertising Services,,,
73.11,Advertising agencies,1010101211,5,Other Advertising Services,,,
73.12,Media representation,1010101013,5,Media Representatives,,,
73.2,Market research and public opinion polling,1010101012,5,Market Research & Consulting,,,
73.2,Market research and public opinion polling,101010101210,6,Marketing Consulting Services,,,
73.2,Market research and public opinion polling,101010101211,6,Mktg Res & Public Opinion Poll,,,
74.1,Specialised design activities,11141613,4,Interior Design,,,
74.2,Photographic activities,111515,3,Photography Services,,,
74.2,Photographic activities,11151510,4,Photo Printing Services,,,
74.2,Photographic activities,11151511,4,Photography Studios,,,
74.9,"Other professional, scientific and technical activities n.e.c.",161810,3,Environ Engineer & Consulting,,,
74.9,"Other professional, scientific and technical activities n.e.c.",16181010,4,Environ Consulting Services,,,
74.9,"Other professional, scientific and technical activities n.e.c.",16181011,4,Environ Engineering Services,,,
75,Veterinary activities,15111113,4,Veterinary Services,,,
77.11,Renting and leasing of cars and light motor vehicles,11201013,4,Passenger Car Rental & Leasing,,,
77.11,Renting and leasing of cars and light motor vehicles,1120101310,5,Passenger Vehicle Leasing,,,
77.11,Renting and leasing of cars and light motor vehicles,1120101311,5,Passenger Vehicle Rental,,,
77.12,Renting and leasing of trucks,1616101210,5,Commercial Vehicle Rental Svcs,,,
77.21,Renting and leasing of recreational and sports goods,11181110,4,Recreational Goods Rental,,,
77.22,Renting of video tapes and disks,11201917,4,Movie & Video Game Rent Stores,,,
77.29,Renting and leasing of other personal and household goods,111510,3,Consumer Goods Rental,,,
77.29,Renting and leasing of other personal and household goods,11151010,4,Consumer Elec & Applc Rental,,,
77.29,Renting and leasing of other personal and household goods,11151011,4,Formal Wear & Costume Rental,,,
77.29,Renting and leasing of other personal and household goods,11151012,4,Home Health Equipment Rental,,,
77.29,Renting and leasing of other personal and household goods,11151013,4,Other Consumer Goods Rental,,,
77.3,"Renting and leasing of other machinery, equipment and tangible goods",16161012,4,Commercial Equip Rental Svcs,,,
77.3,"Renting and leasing of other machinery, equipment and tangible goods",1616101211,5,General Equip Rental Svcs,,,
77.3,"Renting and leasing of other machinery, equipment and tangible goods",1616101212,5,Industrial Equip Rent Svcs,,,
77.3,"Renting and leasing of other machinery, equipment and tangible goods",1616101213,5,Machinery Rental Services,,,
77.4,"Leasing of intellectual property and similar products, except copyrighted works",11101011,4,Apparel Brand Licensing,,,
78.1,Activities of employment placement agencies,1114141110,5,Employment Agencies,,,
78.2,Temporary employment agency activities,1114141114,5,Temporary Help,,,
78.3,Other human resources provision,1114141111,5,Executive Search,,,
78.3,Other human resources provision,1114141113,5,Talent Management Services,,,
79.11,Travel agency activities,111811,3,Leisure & Travel Services,,,
79.11,Travel agency activities,11181112,4,Travel Services,,,
79.11,Travel agency activities,1118111210,5,Tour Operators,,,
79.11,Travel agency activities,1118111211,5,Travel Agencies,,,
79.11,Travel agency activities,111811121110,6,Retail Travel Agencies,,,
79.9,Other reservation service and related activities,1118111212,5,Travel Reservation Services,,,
80.1,Private security activities,111415,3,Security Services,,,
80.1,Private security activities,11141511,4,Security Guards Services,,,
80.1,Private security activities,11141512,4,Security System Services,,,
80.2,Security systems service activities,16111013,4,Security Devices,,,
80.2,Security systems service activities,1611101310,5,Fire Detection Devices,,,
80.2,Security systems service activities,1611101311,5,Security Systems,,,
80.3,Investigation activities,11141510,4,Investigation Services,,,
81.1,Combined facilities support activities,111410,3,Building Maintenance Services,,,
81.1,Combined facilities support activities,11141010,4,Facility Repair & Maintenance,,,
81.21,General cleaning of buildings,11141011,4,Janitorial Services,,,
81.29,Other cleaning activities,11141013,4,Pest Control Services,,,
81.3,Landscape service activities,11141012,4,Landscaping Services,,,
82.3,Organisation of conventions and trade shows,11141611,4,Convention & Trade Show Org,,,
82.92,Packaging activities,171211,3,Packaging Services,,,
82.92,Packaging activities,17121110,4,Packaging Labels,,,
82.92,Packaging activities,17121111,4,Packing & Crating,,,
82.92,Packaging activities,17121112,4,Other Packaging Services,,,
82.99,Other business support service activities n.e.c.,111416,3,Other Commercial Services,,,
82.99,Other business support service activities n.e.c.,11141617,4,Misc. Commercial Services,,,
84.11,General public administration activities,5010,2,Sovereigns,,,
84.11,General public administration activities,5011,2,Government Agencies,,,
84.11,General public administration activities,5012,2,Government Regional,,,
84.11,General public administration activities,5013,2,Supranationals,,,
84.11,General public administration activities,5014,2,Government Development Banks,,,
84.11,General public administration activities,5015,2,Winding Up Agencies,,,
84.11,General public administration activities,5016,2,Central Banks,,,
85,Education,111511,3,Educational Services,,,
85.2,Primary education,11151112,4,Elementary Schools,,,
85.31,General secondary education,11151113,4,Junior Colleges,,,
85.41,Post-secondary non-tertiary education,11151110,4,Business & Secretarial Schools,,,
85.41,Post-secondary non-tertiary education,11181111,4,Sports & Recreation Instruction,,,
85.42,Tertiary education,11151111,4,"College, University & Pro Schools",,,
85.59,Other education n.e.c.,11151114,4,Language Schools,,,
85.59,Other education n.e.c.,11151115,4,Other Schools,,,
86,Human health activities,151110,3,Health Care Facilities,,,
86.1,Hospital activities,15111010,4,Hospitals,,,
86.22,Specialist medical practice activities,15111013,4,Specialty Facilities,,,
86.22,Specialist medical practice activities,1511101310,5,Kidney Dialysis Centers,,,
86.22,Specialist medical practice activities,1511101311,5,Outpatient Care Centers,,,
86.22,Specialist medical practice activities,1511101312,5,Rehabilitation Centers,,,
86.22,Specialist medical practice activities,1511101313,5,Surgical & Emergency Centers,,,
86.9,Other human health activities,151111,3,Health Care Services,,,
